,Player,From,To,Pos,Ht,Wt,Birth Date,Colleges,Draft Pick,Rating,Team
141,Randy Livingston,1997,2007,G,6-4,209,"April 2, 1975",LSU,42,0,n
142,Shaun Livingston,2005,2019,G,6-7,192,"September 11, 1985",,4,0,n
144,Horacio Llamas,1997,1998,C,6-11,285,"July 17, 1973",Grand Canyon University,0,0,n
148,Lewis Lloyd,1982,1990,G-F,6-6,205,"February 22, 1959",Drake University,76,0,n
149,Scott Lloyd,1977,1983,C-F,6-10,230,"December 19, 1952",Arizona State,24,0,n
152,Rob Lock,1989,1989,F,6-9,225,"May 22, 1966",Kentucky,51,0,n
153,Darrell Lockhart,1984,1984,C,6-9,245,"September 14, 1960",Auburn,35,0,n
154,Ian Lockhart,1991,1991,F,6-8,240,"June 25, 1967",Tennessee,0,0,n
155,Kevin Loder,1982,1984,F-G,6-6,205,"March 15, 1959","Kentucky State University, Alabama State University",17,0,n
157,Kenneth Lofton Jr.,2023,2024,F,6-7,275,"August 14, 2002",Louisiana Tech,0,0,n
158,Zach Lofton,2019,2019,G,6-4,180,"November 18, 1992","Illinois State, Texas Southern, New Mexico State",0,0,n
161,Brad Lohaus,1988,1998,F-C,6-11,230,"September 29, 1964",Iowa,45,0,n
162,Art Long,2001,2003,F-C,6-9,250,"October 1, 1972",Cincinnati,0,0,n
163,Grant Long,1989,2003,F,6-8,225,"March 12, 1966",Eastern Michigan,33,0,n
164,John Long,1979,1997,G-F,6-5,195,"August 28, 1956",Detroit Mercy,29,0,n
166,Shawn Long,2017,2017,C-F,6-9,255,"January 29, 1993",Louisiana,0,0,n
168,Luc Longley,1992,2001,C,7-2,265,"January 19, 1969",New Mexico,7,0,n
169,Kevon Looney,2016,2025,F-C,6-9,222,"February 6, 1996",UCLA,30,0,n
170,Brook Lopez,2009,2025,C,7-1,282,"April 1, 1988",Stanford,10,0,n
171,Felipe López,1999,2002,G,6-5,199,"December 19, 1974",St. John's,24,0,n
172,Raül López,2004,2005,G,6-1,170,"April 15, 1980",,24,0,n
173,Robin Lopez,2009,2024,C,7-1,281,"April 1, 1988",Stanford,15,0,n
174,Ryan Lorthridge,1995,1995,G,6-4,190,"July 27, 1972",Jackson State University,0,0,n
178,Didi Louzada,2021,2022,G,6-5,188,"February 7, 1999",,35,0,n
180,Kevin Love,2009,2025,F-C,6-8,251,"September 7, 1988",UCLA,5,0,n
183,Sidney Lowe,1984,1990,G,6-0,195,"January 21, 1960",NC State,25,0,n
185,Kyle Lowry,2007,2025,G,6-0,196,"March 25, 1986",Villanova,24,0,n
186,Jordan Loyd,2019,2019,G,6-4,210,"July 27, 1993","Furman University, University of Indianapolis",0,0,n
189,John Lucas,1977,1990,G,6-3,175,"October 31, 1953",Maryland,1,0,n
190,Kalin Lucas,2015,2019,G,6-1,195,"May 24, 1989",Michigan State,0,0,n
191,Maurice Lucas,1975,1988,F-C,6-9,215,"February 18, 1952",Marquette,14,0,n
192,John Lucas III,2006,2017,G,5-11,166,"November 21, 1982","Baylor, Oklahoma State",0,0,n
194,Tyronn Lue,1999,2009,G,6-0,175,"May 3, 1977",Nebraska,23,0,n
199,Gabriel Lundberg,2022,2022,G,6-4,203,"December 4, 1994",,0,0,n
200,Seth Lundy,2024,2024,G-F,6-6,220,"April 2, 2000",Penn State,46,0,n
201,Timothé Luwawu-Cabarrot,2017,2022,F,6-7,220,"May 9, 1995",,24,0,n
202,Tyler Lydon,2018,2019,F,6-10,225,"April 9, 1996",Syracuse,24,0,n
203,Trey Lyles,2016,2025,F,6-9,234,"November 5, 1995",Kentucky,12,0,n
205,George Lynch,1994,2005,F,6-8,218,"September 3, 1970",UNC,12,0,n
206,Kevin Lynch,1992,1993,G-F,6-5,195,"December 24, 1968",Minnesota,28,0,n
0,Sheldon Mac,2017,2017,G,6-5,200,"December 21, 1992","Texas, Miami (FL)",0,0,n
1,Todd MacCulloch,2000,2003,C,7-0,280,"January 27, 1976",Washington,47,0,n
3,Don MacLean,1993,2001,F,6-10,235,"January 16, 1970",UCLA,19,0,n
6,Scott Machado,2013,2019,G,6-1,205,"June 8, 1990",Iona College,0,0,n
7,Arvydas Macijauskas,2006,2006,G,6-4,214,"January 19, 1980",,0,0,n
9,Sam Mack,1993,2002,F-G,6-7,220,"May 26, 1970","Iowa State, Tyler Junior College, Houston",0,0,n
10,Shelvin Mack,2012,2019,G,6-3,203,"April 22, 1990",Butler,34,0,n
11,Malcolm Mackey,1994,1994,F-C,6-9,248,"July 11, 1970",Georgia Tech,27,0,n
12,Rudy Macklin,1982,1984,F-G,6-7,205,"February 19, 1958",LSU,52,0,n
13,Vernon Macklin,2012,2012,F,6-10,227,"September 20, 1986","Georgetown, Florida",52,0,n
15,Daryl Macon,2019,2020,G,6-2,185,"November 29, 1995",Arkansas,0,0,n
16,Mark Macon,1992,1999,G,6-5,185,"April 14, 1969",Temple,8,0,n
17,J.P. Macura,2019,2020,G,6-5,203,"June 5, 1995",Xavier,0,0,n
18,Kyle Macy,1981,1987,G,6-3,175,"April 9, 1957","Purdue, Kentucky",22,0,n
20,Tito Maddox,2003,2003,G,6-4,190,"June 7, 1981",Fresno State,38,0,n
21,Gerald Madkins,1994,1998,G,6-4,200,"April 18, 1969",UCLA,0,0,n
22,Mark Madsen,2001,2009,F-C,6-9,240,"January 28, 1976",Stanford,29,0,n
24,Josh Magette,2018,2020,G,6-1,160,"November 28, 1989",Alabama-Huntsville,0,0,n
25,Corey Maggette,2000,2013,F,6-6,218,"November 12, 1979",Duke,13,0,n
26,Dave Magley,1983,1983,F,6-8,202,"November 24, 1959",Kansas,28,0,n
27,Jamaal Magloire,2001,2012,C,6-11,259,"May 21, 1978",Kentucky,19,0,n
28,Will Magnay,2021,2021,C,6-10,234,"June 10, 1998",Tulsa,0,0,n
30,Ian Mahinmi,2008,2020,C,6-11,262,"November 5, 1986",,28,0,n
34,Rick Mahorn,1981,1999,C-F,6-10,240,"September 21, 1958",Hampton,35,0,n
35,Dan Majerle,1989,2002,G-F,6-6,215,"September 9, 1965",Central Michigan University,14,0,n
36,Renaldo Major,2007,2007,F,6-7,200,"May 7, 1982","South Plains College, Fresno State",0,0,n
37,Thon Maker,2017,2021,F-C,7-0,221,"February 25, 1997",,10,0,n
39,Théo Maledon,2021,2024,G,6-4,175,"June 12, 2001",,34,0,n
40,Jeff Malone,1984,1996,G,6-4,205,"June 28, 1961",Mississippi State,10,0,n
41,Karl Malone,1986,2004,F,6-9,250,"July 24, 1963",Louisiana Tech,13,0,n
42,Moses Malone,1975,1995,C-F,6-10,215,"March 23, 1955",,0,0,n
43,Matt Maloney,1997,2003,G,6-3,192,"December 6, 1971","Vanderbilt, Penn",0,0,n
46,Sandro Mamukelashvili,2022,2025,C-F,6-11,240,"May 23, 1999",Seton Hall,54,0,n
49,Karim Mané,2021,2021,G,6-3,190,"May 16, 2000",Vanier College,0,0,n
51,Terance Mann,2020,2025,G-F,6-5,215,"October 18, 1996",Florida State,48,0,n
52,Tre Mann,2022,2025,G,6-3,178,"February 3, 2001",Florida,18,0,n
53,Danny Manning,1989,2003,F-C,6-10,230,"May 17, 1966",Kansas,1,0,n
56,Rich Manning,1996,1997,C,6-11,253,"June 23, 1970","Syracuse, Washington",40,0,n
57,Nico Mannion,2021,2021,G,6-2,190,"March 14, 2001",Arizona,48,0,n
58,Pace Mannion,1984,1989,G,6-7,190,"September 22, 1960",Utah,43,0,n
62,Devyn Marble,2015,2016,G-F,6-6,200,"September 21, 1992",Iowa,56,0,n
63,Roy Marble,1990,1994,G-F,6-6,190,"December 13, 1966",Iowa,23,0,n
64,Stephon Marbury,1997,2009,G,6-2,180,"February 20, 1977",Georgia Tech,4,0,n
65,Šarūnas Marčiulionis,1990,1997,G,6-5,200,"June 13, 1964",,127,0,n
68,Shawn Marion,2000,2015,F,6-7,220,"May 7, 1978","Vincennes University, UNLV",9,0,n
69,Boban Marjanović,2016,2024,C,7-4,290,"August 15, 1988",,0,0,n
70,Lauri Markkanen,2018,2025,F-C,7-0,240,"May 22, 1997",Arizona,7,0,n
71,Damir Markota,2007,2007,C,6-10,225,"December 26, 1985",,59,0,n
72,Sean Marks,1999,2011,F-C,6-10,250,"August 23, 1975",California,44,0,n
76,Donny Marshall,1996,2003,F,6-7,230,"July 17, 1972",UConn,39,0,n
77,Donyell Marshall,1995,2009,F,6-9,218,"May 18, 1973",UConn,4,0,n
78,Kendall Marshall,2013,2016,G,6-4,200,"August 19, 1991",UNC,13,0,n
79,Naji Marshall,2021,2025,F,6-7,220,"January 24, 1998",Xavier,0,0,n
80,Rawle Marshall,2006,2007,G-F,6-9,190,"February 20, 1982","Ball State University, Oakland",0,0,n
83,Bill Martin,1986,1988,F,6-7,205,"August 16, 1962",Georgetown,26,0,n
84,Bob Martin,1994,1995,C,7-0,250,"October 7, 1969",Minnesota,0,0,n
85,Brian Martin,1986,1986,F,6-9,212,"August 18, 1962",Kansas,185,0,n
86,Caleb Martin,2020,2025,F,6-5,205,"September 28, 1995","NC State, Nevada",0,0,n
87,Cartier Martin,2009,2015,F,6-7,220,"November 20, 1984",Kansas State,0,0,n
88,Cody Martin,2020,2025,G-F,6-5,205,"September 28, 1995","NC State, Nevada",36,0,n
89,Cuonzo Martin,1996,1997,G-F,6-5,213,"September 23, 1971",Purdue,57,0,n
90,Darrick Martin,1995,2008,G,5-11,170,"March 6, 1971",UCLA,0,0,n
93,Fernando Martín,1987,1987,C,6-9,220,"March 25, 1962",,38,0,n
94,Jarell Martin,2016,2019,F,6-10,239,"May 24, 1994",LSU,25,0,n
95,Jaylen Martin,2025,2025,F,6-6,216,"January 28, 2004",,0,0,n
96,Jeff Martin,1990,1991,G,6-5,195,"January 14, 1967",Murray State,31,0,n
97,Jeremiah Martin,2020,2021,G,6-3,185,"June 19, 1996",Memphis,0,0,n
98,Kelan Martin,2020,2022,F,6-5,230,"August 3, 1995",Butler,0,0,n
99,Kenyon Martin,2001,2015,F,6-9,234,"December 30, 1977",Cincinnati,1,0,n
100,Kevin Martin,2005,2016,G,6-7,199,"February 1, 1983",Western Carolina University,26,0,n
101,KJ Martin,2021,2025,F,6-6,215,"January 6, 2001",,52,0,n
103,Maurice Martin,1987,1988,F-G,6-6,200,"July 2, 1964",Saint Joseph's,16,0,n
106,Tyrese Martin,2023,2025,G,6-6,215,"March 7, 1999","Rhode Island, UConn",51,0,n
108,Jamal Mashburn,1994,2004,F,6-8,240,"November 29, 1972",Kentucky,4,0,n
110,Anthony Mason,1990,2003,F,6-8,250,"December 14, 1966",Tennessee State,53,0,n
111,Desmond Mason,2001,2010,F,6-7,224,"October 11, 1977",Oklahoma State,17,0,n
112,Frank Mason III,2018,2021,G,5-11,190,"April 3, 1994",Kansas,34,0,n
113,Roger Mason,2003,2014,G,6-5,200,"September 10, 1980",Virginia,31,0,n
114,Tony Massenburg,1991,2005,F,6-9,220,"July 31, 1967",Maryland,43,0,n
116,Yante Maten,2019,2019,F,6-8,240,"August 14, 1996",Georgia,0,0,n
117,Garrison Mathews,2020,2025,G,6-5,215,"October 24, 1996",Lipscomb,0,0,n
118,Mangok Mathiang,2018,2018,C-F,6-10,230,"October 8, 1992",Louisville,0,0,n
119,Dakota Mathias,2021,2022,G,6-4,200,"July 11, 1995",Purdue,0,0,n
121,Bennedict Mathurin,2023,2025,G-F,6-6,210,"June 19, 2002",Arizona,6,0,n
122,Karlo Matković,2025,2025,F-C,6-11,231,"March 30, 2001",,52,0,n
123,Wes Matthews,1981,1990,G,6-1,170,"August 24, 1959",Wisconsin,14,0,n
124,Wesley Matthews,2010,2024,G,6-5,220,"October 14, 1986",Marquette,0,0,n
126,Marlon Maxey,1993,1994,F,6-8,250,"February 19, 1969","Minnesota, Texas-El Paso",28,0,n
127,Tyrese Maxey,2021,2025,G,6-2,200,"November 4, 2000",Kentucky,21,0,n
128,Jason Maxiell,2006,2015,F-C,6-7,260,"February 18, 1983",Cincinnati,26,0,n
129,Cedric Maxwell,1978,1988,F,6-8,205,"November 21, 1955",UNC Charlotte,12,0,n
130,Vernon Maxwell,1989,2001,G,6-4,180,"September 12, 1965",Florida,47,0,n
132,Scott May,1977,1983,F,6-7,215,"March 19, 1954",Indiana,2,0,n
133,Sean May,2006,2010,F-C,6-9,266,"April 4, 1984",UNC,13,0,n
134,Lee Mayberry,1993,1999,G,6-1,172,"June 12, 1970",Arkansas,23,0,n
136,Tharon Mayes,1992,1992,G,6-3,175,"September 9, 1968",Florida State,0,0,n
139,Eric Maynor,2010,2014,G,6-3,175,"June 11, 1987",VCU,20,0,n
140,O.J. Mayo,2009,2016,G,6-5,210,"November 5, 1987",USC,3,0,n
141,Skylar Mays,2021,2024,G,6-4,205,"September 5, 1997",LSU,50,0,n
142,Travis Mays,1991,1993,G,6-2,190,"June 19, 1968",Texas,14,0,n
144,Luc Mbah a Moute,2009,2020,F,6-8,230,"September 9, 1986",UCLA,37,0,n
145,Bob McAdoo,1973,1986,C-F,6-9,210,"September 25, 1951","Vincennes University, UNC",2,0,n
146,James Michael McAdoo,2015,2018,F,6-9,230,"January 4, 1993",UNC,0,0,n
148,Miles McBride,2022,2025,G,6-2,200,"September 8, 2000",West Virginia,36,0,n
149,Jared McCain,2025,2025,G,6-2,195,"February 20, 2004",Duke,16,0,n
150,Tahjere McCall,2019,2019,G,6-5,195,"August 17, 1994",Tennessee State,0,0,n
151,Ray McCallum,2014,2016,G,6-3,190,"June 12, 1991",Detroit Mercy,36,0,n
152,Bob McCann,1990,1998,F,6-6,244,"April 22, 1964","Upsala College, Morehead State University",32,0,n
154,Mel McCants,1990,1990,F,6-8,240,"August 19, 1967",Purdue,0,0,n
155,Rashad McCants,2006,2009,G,6-4,207,"September 25, 1984",UNC,14,0,n
161,Kelly McCarty,1999,1999,G-F,6-7,200,"August 24, 1975",Southern Miss,0,0,n
162,Walter McCarty,1997,2006,F,6-10,230,"February 1, 1974",Kentucky,19,0,n
163,Amal McCaskill,1997,2004,F-C,6-11,235,"October 28, 1973",Marquette,49,0,n
164,Patrick McCaw,2017,2021,G,6-7,181,"October 25, 1995",UNLV,38,0,n
165,Dwayne McClain,1986,1986,G,6-6,185,"February 7, 1963",Villanova,27,0,n
167,Dan McClintock,2001,2001,C,7-0,270,"April 19, 1977",Northern Arizona University,53,0,n
169,George McCloud,1990,2002,G-F,6-6,205,"May 27, 1967",Florida State,7,0,n
170,Mac McClung,2022,2025,G,6-2,185,"January 6, 1999","Georgetown, Texas Tech",0,0,n
171,CJ McCollum,2014,2025,G,6-3,190,"September 19, 1991",Lehigh,10,0,n
174,T.J. McConnell,2016,2025,G,6-1,190,"March 25, 1992","Duquesne, Arizona",0,0,n
176,Tim McCormick,1985,1992,C,6-11,240,"March 10, 1962",Michigan,12,0,n
177,Jelani McCoy,1999,2008,C,6-10,245,"December 6, 1977",UCLA,33,0,n
179,Chris McCray,2007,2007,G,6-5,192,"May 27, 1984",Maryland,0,0,n
180,Rodney McCray,1984,1993,F-G,6-7,220,"August 29, 1961",Louisville,3,0,n
181,Scooter McCray,1984,1987,F-G,6-9,215,"February 8, 1960",Louisville,36,0,n
182,Erik McCree,2018,2018,F,6-7,219,"December 20, 1993",Louisiana Tech,0,0,n
183,Chris McCullough,2016,2018,F,6-11,200,"February 5, 1995",Syracuse,29,0,n
185,Clint McDaniel,1996,1996,G,6-4,180,"February 26, 1972",Arkansas,0,0,n
186,Xavier McDaniel,1986,1998,F,6-7,205,"June 4, 1963",Wichita State,4,0,n
187,Jaden McDaniels,2021,2025,F,6-9,185,"September 29, 2000",Washington,28,0,n
188,Jalen McDaniels,2020,2024,F,6-9,205,"January 31, 1998",San Diego State,52,0,n
190,K.J. McDaniels,2015,2017,G-F,6-6,205,"February 9, 1993",Clemson,32,0,n
191,Doug McDermott,2015,2025,F,6-6,225,"January 3, 1992",Creighton,11,0,n
192,Sean McDermott,2021,2021,F,6-6,195,"November 3, 1996",Butler,0,0,n
193,Ben McDonald,1986,1989,F,6-8,210,"July 20, 1962","University of California, Irvine",50,0,n
195,Michael McDonald,1998,1998,C,6-10,232,"February 13, 1969","Utah Valley, New Orleans",55,0,n
197,Hank McDowell,1982,1987,F-C,6-9,215,"November 13, 1959",Memphis,102,0,n
198,Antonio McDyess,1996,2011,F-C,6-9,220,"September 7, 1974",Alabama,2,0,n
201,Ivan McFarlin,2007,2007,F,6-8,240,"April 26, 1982",Oklahoma State,0,0,n
203,Mitch McGary,2015,2016,F-C,6-10,255,"June 6, 1992",Michigan,21,0,n
204,JaVale McGee,2009,2024,C,7-0,270,"January 19, 1988",Nevada,18,0,n
205,Mike McGee,1982,1990,G-F,6-5,190,"July 29, 1959",Michigan,19,0,n
209,Bryce McGowens,2023,2025,G-F,6-7,179,"November 8, 2002",Nebraska,40,0,n
210,Tracy McGrady,1998,2012,G-F,6-8,210,"May 24, 1979",,9,0,n
212,Cameron McGriff,2022,2022,F,6-7,230,"September 30, 1997",Oklahoma State,0,0,n
214,Rodney McGruder,2017,2023,G,6-4,205,"July 29, 1991",Kansas State,0,0,n
218,Dominic McGuire,2008,2013,F,6-9,220,"October 20, 1985","California, Fresno State",47,0,n
219,Kevin McHale,1981,1993,F-C,6-10,210,"December 19, 1957",Minnesota,3,0,n
221,Jim McIlvaine,1995,2001,C,7-1,240,"July 30, 1972",Marquette,32,0,n
222,Jeff McInnis,1997,2008,G,6-4,190,"October 22, 1974",UNC,37,0,n
226,Kevin McKenna,1982,1988,G-F,6-5,195,"January 8, 1959",Creighton,88,0,n
227,Forrest McKenzie,1987,1987,F,6-7,200,"February 16, 1963",Loyola Marymount,48,0,n
229,Derrick McKey,1988,2002,F-C,6-9,205,"October 10, 1966",Alabama,9,0,n
230,Aaron McKie,1995,2007,G-F,6-5,209,"October 2, 1972",Temple,17,0,n
231,Billy McKinney,1979,1986,G,6-0,160,"June 5, 1955",Northwestern,115,0,n
233,Carlton McKinney,1990,1992,G,6-4,190,"October 21, 1964","Tulsa, SMU",0,0,n
234,Trey McKinney-Jones,2018,2018,G,6-5,214,"August 27, 1990","Missouri-Kansas City, Miami (FL)",0,0,n
235,Alfonzo McKinnie,2018,2022,F,6-7,215,"September 17, 1992",Green Bay,0,0,n
236,JaQuori McLaughlin,2022,2022,G,6-4,190,"January 29, 1998","Oregon State, UC Santa Barbara",0,0,n
237,Jordan McLaughlin,2020,2025,G,6-0,185,"April 9, 1996",USC,0,0,n
238,Ben McLemore,2014,2022,G,6-3,195,"February 11, 1993",Kansas,7,0,n
241,Keith McLeod,2004,2007,G,6-2,188,"November 5, 1979",Bowling Green,0,0,n
242,Roshown McLeod,1999,2001,F,6-8,221,"November 17, 1975","St. John's, Duke",20,0,n
244,Nate McMillan,1987,1998,G-F,6-5,195,"August 3, 1964",NC State,30,0,n
245,Tom McMillen,1976,1986,F-C,6-11,215,"May 26, 1952",Maryland,9,0,n
250,Mark McNamara,1983,1991,C-F,6-11,235,"June 8, 1959","Santa Clara, California",22,0,n
252,Jerel McNeal,2015,2015,G,6-3,200,"June 1, 1987",Marquette,0,0,n
253,Chris McNealy,1986,1988,F,6-7,210,"July 15, 1961",San Jose State,38,0,n
257,Paul McPherson,2001,2001,G,6-4,210,"July 3, 1978",DePaul,0,0,n
259,Cozell McQueen,1987,1987,F,6-11,235,"January 18, 1962",NC State,91,0,n
260,Jordan McRae,2016,2020,G,6-5,179,"March 28, 1991",Tennessee,58,0,n
262,Josh McRoberts,2008,2018,F-C,6-10,240,"February 28, 1987",Duke,37,0,n
263,Jack McVeigh,2025,2025,F,6-8,215,"June 27, 1996",Nebraska,0,0,n
266,Stanislav Medvedenko,2001,2007,F,6-10,250,"April 4, 1979",,0,0,n
267,Darnell Mee,1994,1995,G,6-5,175,"February 11, 1971",Western Kentucky,34,0,n
268,Jodie Meeks,2010,2019,G,6-4,210,"August 21, 1987",Kentucky,41,0,n
270,Scott Meents,1990,1991,F,6-10,225,"January 4, 1964",Illinois,74,0,n
274,Salah Mejri,2016,2019,C,7-2,235,"June 15, 1986",,0,0,n
275,Gal Mekel,2014,2015,G,6-3,191,"March 4, 1988",Wichita State,0,0,n
278,Nicolò Melli,2020,2021,F,6-9,236,"January 26, 1991",,0,0,n
279,Fab Melo,2013,2013,C,7-0,255,"June 20, 1990",Syracuse,22,0,n
280,De'Anthony Melton,2019,2025,G,6-2,200,"May 28, 1998",USC,46,0,n
286,Nathan Mensah,2024,2024,F,6-8,230,"April 9, 1998",San Diego State,0,0,n
287,Pops Mensah-Bonsu,2007,2011,F,6-9,240,"September 7, 1983",George Washington,0,0,n
289,Ron Mercer,1998,2005,G-F,6-7,210,"May 18, 1976",Kentucky,6,0,n
290,Joe Meriweather,1976,1985,C-F,6-10,215,"October 26, 1953",Southern Illinois,11,0,n
292,Sam Merrill,2021,2025,G,6-4,205,"May 15, 1996",Utah State University,60,0,n
294,Chimezie Metu,2019,2024,F-C,6-9,225,"March 22, 1997",USC,49,0,n
296,Loren Meyer,1996,1999,C,6-10,257,"December 30, 1972",Iowa State,24,0,n
299,Larry Micheaux,1984,1985,F,6-9,220,"March 24, 1960",Houston,29,0,n
300,Vasilije Micić,2024,2025,G,6-5,200,"January 13, 1994",,52,0,n
301,Jordan Mickey,2016,2018,F,6-8,235,"July 9, 1994",LSU,33,0,n
302,Khris Middleton,2013,2025,F-G,6-7,222,"August 12, 1991",Texas A&M,39,0,n
304,Chris Mihm,2001,2009,C-F,7-0,265,"July 16, 1979",Texas,7,0,n
305,Eric Mika,2020,2020,C,6-10,230,"January 5, 1995",BYU,0,0,n
311,Aaron Miles,2006,2006,G,6-1,175,"April 13, 1983",Kansas,0,0,n
312,C.J. Miles,2006,2022,G-F,6-6,220,"March 18, 1987",,34,0,n
313,Darius Miles,2001,2009,F,6-9,210,"October 9, 1981",,3,0,n
315,Marko Milič,1998,1999,G-F,6-6,235,"May 7, 1977",,34,0,n
316,Darko Miličić,2004,2013,F-C,7-0,250,"June 20, 1985",,2,0,n
318,Andre Miller,2000,2016,G,6-3,200,"March 19, 1976",Utah,8,0,n
319,Anthony Miller,1995,2005,F,6-9,225,"October 22, 1971",Michigan State,39,0,n
321,Bob Miller,1984,1984,F,6-10,230,"July 9, 1956",Cincinnati,85,0,n
322,Brad Miller,1999,2012,C-F,6-11,244,"April 12, 1976",Purdue,0,0,n
323,Brandon Miller,2024,2025,F-G,6-9,201,"November 22, 2002",Alabama,2,0,n
324,Darius Miller,2013,2021,F,6-6,225,"March 21, 1990",Kentucky,46,0,n
329,Jordan Miller,2024,2025,G,6-7,195,"January 23, 2000","George Mason, Miami (FL)",48,0,n
331,Leonard Miller,2024,2024,F,6-10,210,"November 26, 2003",,33,0,n
332,Malcolm Miller,2018,2020,F,6-7,210,"March 6, 1993",Holy Cross,0,0,n
333,Mike Miller,2001,2017,F-G,6-8,218,"February 19, 1980",Florida,5,0,n
334,Oliver Miller,1993,2004,C,6-9,280,"April 6, 1970",Arkansas,22,0,n
335,Quincy Miller,2013,2015,F,6-9,210,"November 18, 1992",Baylor,38,0,n
336,Reggie Miller,1988,2005,G-F,6-7,185,"August 24, 1965",UCLA,11,0,n
338,Dariq Whitehead,2024,2025,F,6-7,220,"August 1, 2004",Duke,22,0,n
339,Chris Mills,1994,2003,F,6-6,215,"January 25, 1970","Kentucky, Arizona",22,0,n
341,Patty Mills,2010,2025,G,6-2,180,"August 11, 1988",Saint Mary's,55,0,n
342,Terry Mills,1991,2001,F,6-10,230,"December 21, 1967",Michigan,16,0,n
343,Elijah Millsap,2015,2017,G-F,6-6,225,"August 12, 1987","Louisiana, UAB",0,0,n
344,Paul Millsap,2007,2022,F,6-7,257,"February 10, 1985",Louisiana Tech,47,0,n
345,Shake Milton,2019,2025,G,6-5,205,"September 26, 1996",SMU,54,0,n
346,Justin Minaya,2023,2025,F,6-5,210,"March 26, 1999",,0,0,n
347,Harold Miner,1993,1996,G,6-5,210,"May 5, 1971",USC,12,0,n
348,Yao Ming,2003,2011,C,7-6,310,"September 12, 1980",,1,0,n
349,Riley Minix,2025,2025,G,6-7,230,"September 22, 2000","Southeastern University, Morehead State University",0,0,n
350,Dirk Minniefield,1986,1988,G,6-3,180,"January 17, 1961",Kentucky,33,0,n
352,Greg Minor,1995,1999,G-F,6-6,210,"September 18, 1971",Louisville,25,0,n
354,Josh Minott,2023,2025,F,6-8,205,"November 25, 2002",Memphis,45,0,n
355,Nikola Mirotić,2015,2019,F,6-10,250,"February 11, 1991",,23,0,n
357,Jason Miskiri,2000,2000,G,6-2,175,"August 19, 1975",George Mason,0,0,n
358,Yves Missi,2025,2025,C,6-11,235,"May 14, 2004",Baylor,21,0,n
359,Ajay Mitchell,2025,2025,G,6-5,200,"June 25, 2002",UC Santa Barbara,38,0,n
360,Davion Mitchell,2022,2025,G,6-2,205,"September 5, 1998","Auburn, Baylor",9,0,n
361,Donovan Mitchell,2018,2025,G,6-3,215,"September 7, 1996",Louisville,13,0,n
363,Mike Mitchell,1979,1988,F,6-7,215,"January 1, 1956",Auburn,15,0,n
365,Sam Mitchell,1990,2002,F,6-6,210,"September 2, 1963",Mercer University,54,0,n
366,Todd Mitchell,1989,1989,F,6-7,205,"July 26, 1966",Purdue,43,0,n
367,Tony Mitchell,2014,2014,F,6-6,216,"August 7, 1989",Alabama,0,0,n
368,Tony Mitchell,2014,2014,F,6-8,235,"April 7, 1992",University of North Texas,37,0,n
369,Naz Mitrou-Long,2018,2020,G,6-3,218,"August 3, 1993",Iowa State,0,0,n
370,Steve Mix,1970,1983,F,6-7,215,"December 30, 1947",Toledo,61,0,n
372,Cuttino Mobley,1999,2009,G,6-4,190,"September 1, 1975",Rhode Island,41,0,n
373,Eric Mobley,1995,1997,C,6-11,235,"February 1, 1970",Pitt,18,0,n
374,Evan Mobley,2022,2025,F-C,6-11,215,"June 18, 2001",USC,3,0,n
375,Isaiah Mobley,2023,2024,F,6-8,240,"September 24, 1999",USC,49,0,n
378,Jonathan Mogbo,2025,2025,F,6-9,225,"October 29, 2001","Missouri State, San Francisco",31,0,n
380,Nazr Mohammed,1999,2016,C,6-10,221,"September 5, 1977",Kentucky,29,0,n
381,Jérôme Moïso,2001,2005,F-C,6-10,235,"June 15, 1978",UCLA,11,0,n
382,Paul Mokeski,1980,1991,C-F,7-0,250,"January 3, 1957",Kansas,42,0,n
383,Adam Mokoka,2020,2021,G,6-4,190,"July 18, 1998",,0,0,n
386,Sidney Moncrief,1980,1991,G,6-4,180,"September 21, 1957",Arkansas,5,0,n
387,Chima Moneke,2023,2023,F,6-6,222,"December 24, 1995","Northeast Community College, UC-Davis",0,0,n
389,Sergei Monia,2006,2006,F,6-8,220,"April 15, 1983",,23,0,n
390,Malik Monk,2018,2025,G,6-3,200,"February 4, 1998",Kentucky,11,0,n
392,Greg Monroe,2011,2022,C-F,6-11,265,"June 4, 1990",Georgetown,7,0,n
